review,rating,date,bank,source,sentiment_label,sentiment_score
Keep good work,5,2021-09-12,Commercial Bank of Ethiopia,Google Play,positive,0.54424
Best app i love it,5,2022-10-06,Commercial Bank of Ethiopia,Google Play,positive,0.8133
Simple to use,4,2020-09-14,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Its that what i want good app,5,2020-08-19,Commercial Bank of Ethiopia,Google Play,positive,0.57634
Very best app thanks CBE,5,2021-12-19,Commercial Bank of Ethiopia,Google Play,positive,0.7350599999999999
Best of all time,5,2023-10-04,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
"Some what good,it's so dormant l don't known the reason why",1,2022-02-10,Commercial Bank of Ethiopia,Google Play,positive,0.30419999999999997
never update my balance,1,2020-12-22,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Very great app.,5,2023-10-18,Commercial Bank of Ethiopia,Google Play,positive,0.7954000000000001
sms code did not work,2,2019-03-13,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Easy for use,5,2023-01-02,Commercial Bank of Ethiopia,Google Play,positive,0.4375733333333333
Very atractive app,5,2022-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.08000000000000002
It's fantastic apps,5,2023-03-11,Commercial Bank of Ethiopia,Google Play,positive,0.49444000000000005
Wow very good app i like,5,2022-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.7172799999999999
CBE is the best money transaction app ever that I have seen in Ethiopia,5,2024-04-01,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
I hate apps and all management of cbe,1,2024-09-12,Commercial Bank of Ethiopia,Google Play,negative,-0.6631400000000001
Full transaction statment,2,2024-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.13999999999999999
The best one from the ather!,5,2022-12-25,Commercial Bank of Ethiopia,Google Play,positive,0.80176
app crush after update,1,2019-03-06,Commercial Bank of Ethiopia,Google Play,negative,-0.09186000000000001
i assume for user this apps are well.,3,2023-11-14,Commercial Bank of Ethiopia,Google Play,positive,0.16391999999999998
It's nice app...!,5,2021-07-08,Commercial Bank of Ethiopia,Google Play,positive,0.58518
It is simple app,5,2023-11-01,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Best mobile banking,5,2020-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
it stops raining why?,1,2024-01-19,Commercial Bank of Ethiopia,Google Play,negative,-0.09186000000000001
It has limitation yet improve,3,2024-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.10674
Its good app to use.,5,2023-01-20,Commercial Bank of Ethiopia,Google Play,positive,0.54424
It's very well to use,5,2023-11-25,Commercial Bank of Ethiopia,Google Play,positive,0.28303999999999996
It is the amazing app,5,2023-08-16,Commercial Bank of Ethiopia,Google Play,positive,0.59154
The best way..i like it#1👍,5,2024-09-26,Commercial Bank of Ethiopia,Google Play,positive,0.86302
The best app of CBE which i prefer,5,2023-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
This application is very important very smart,5,2023-09-29,Commercial Bank of Ethiopia,Google Play,positive,0.5522342857142857
Best ever app I love it,5,2023-09-08,Commercial Bank of Ethiopia,Google Play,positive,0.8133
Exceptional app for Ethiopia,5,2023-08-08,Commercial Bank of Ethiopia,Google Play,positive,0.26666666666666666
I really love this app,5,2023-12-05,Commercial Bank of Ethiopia,Google Play,positive,0.60182
Very Good Service,5,2024-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.65962
We need double Applications commercial bank of Ethiopia one place,5,2023-11-14,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Really satisfying app,5,2024-06-26,Commercial Bank of Ethiopia,Google Play,positive,0.5057
But currently stopped working,4,2023-10-28,Commercial Bank of Ethiopia,Google Play,negative,-0.19746
really it's good app🥰🥰🥰,5,2023-08-02,Commercial Bank of Ethiopia,Google Play,positive,0.8666799999999999
Most of the time it doesn't work.,1,2023-10-15,Commercial Bank of Ethiopia,Google Play,positive,0.2
Good service all 3rd gneration,5,2024-02-24,Commercial Bank of Ethiopia,Google Play,positive,0.40423999999999993
Keep the good work,5,2024-10-30,Commercial Bank of Ethiopia,Google Play,positive,0.54424
"It is a great app, I like it!",5,2022-04-03,Commercial Bank of Ethiopia,Google Play,positive,0.8704000000000001
This is a scammer bank how could you guys take 53 bir for 20k transfer illegal!!! Not deserve 2 star even,1,2024-06-28,Commercial Bank of Ethiopia,Google Play,negative,-0.7913650000000001
I like this application very,5,2023-09-26,Commercial Bank of Ethiopia,Google Play,positive,0.29672
It's game changer application,5,2024-08-09,Commercial Bank of Ethiopia,Google Play,negative,-0.16000000000000003
Stupid mind always creat bad app!!,1,2024-02-04,Commercial Bank of Ethiopia,Google Play,negative,-0.85008
It is best to make your financial activities .and please do your best again .,5,2021-12-22,Commercial Bank of Ethiopia,Google Play,positive,0.8027066666666667
Best mobile app ever,5,2024-08-08,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
It is an interesting app,3,2024-09-24,Commercial Bank of Ethiopia,Google Play,positive,0.44114
Ok im using ? Thise app how can i get online payment?,5,2023-08-09,Commercial Bank of Ethiopia,Google Play,positive,0.42416
Very use full,5,2023-07-22,Commercial Bank of Ethiopia,Google Play,positive,0.11000000000000001
Thanks for your service,5,2023-12-01,Commercial Bank of Ethiopia,Google Play,positive,0.34424
Keepup Very Good!,5,2024-02-15,Commercial Bank of Ethiopia,Google Play,positive,0.724
Not active always,3,2023-10-21,Commercial Bank of Ethiopia,Google Play,negative,-0.15867333333333333
This app is not weerk,5,2023-11-12,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It's cool but I'm not satisfied,1,2023-12-14,Commercial Bank of Ethiopia,Google Play,negative,-0.17722
Best app i have seen.,5,2023-11-24,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Please add an option transfer to other tellebirr wallet,5,2024-02-27,Commercial Bank of Ethiopia,Google Play,positive,0.14092
Thank you for this app,5,2023-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.21672
Good Good service,5,2023-07-22,Commercial Bank of Ethiopia,Google Play,positive,0.70018
Modern Digital Application,5,2024-03-08,Commercial Bank of Ethiopia,Google Play,neutral,0.04000000000000001
Best application for ever,5,2023-10-22,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Very nice application,5,2023-10-13,Commercial Bank of Ethiopia,Google Play,positive,0.59724
Why is problem non available,2,2023-12-24,Commercial Bank of Ethiopia,Google Play,negative,-0.08113999999999993
Why this app was miss some transuctions,5,2024-01-26,Commercial Bank of Ethiopia,Google Play,negative,-0.09186000000000001
It's good but not very good,5,2023-12-13,Commercial Bank of Ethiopia,Google Play,negative,-0.12852615384615385
It is help full ilike it,5,2024-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.3811399999999999
We need access any where in the world keeps up my Ethiopian banking services,5,2022-10-24,Commercial Bank of Ethiopia,Google Play,neutral,0.0
The Best Mobile Banking App,5,2024-06-26,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
It's very nice app,4,2023-09-27,Commercial Bank of Ethiopia,Google Play,positive,0.59724
Very good app.,5,2024-02-17,Commercial Bank of Ethiopia,Google Play,positive,0.65962
It is user friendly app,5,2024-06-16,Commercial Bank of Ethiopia,Google Play,positive,0.44634
whre can i get the donload authorization code,1,2019-03-28,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Update for iPhone,5,2023-11-29,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It's nice and favorable,5,2024-01-27,Commercial Bank of Ethiopia,Google Play,positive,0.6657599999999999
it's very good app,4,2024-02-18,Commercial Bank of Ethiopia,Google Play,positive,0.65962
100 % Awesome love it,5,2024-02-02,Commercial Bank of Ethiopia,Google Play,positive,0.81114
my fav app in the history,5,2023-12-11,Commercial Bank of Ethiopia,Google Play,positive,0.27527999999999997
Good applications its very very,5,2023-12-08,Commercial Bank of Ethiopia,Google Play,positive,0.45624
App crushing after update to V2. Keeps crushing after accepting pin.,1,2019-03-04,Commercial Bank of Ethiopia,Google Play,neutral,-0.043999999999999984
Owww it is very apk,5,2022-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.08000000000000002
Good app We love it,4,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.71784
It is very used application,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.08000000000000002
I am interested in the application.,5,2022-03-10,Commercial Bank of Ethiopia,Google Play,positive,0.34114
Please check this application best,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,positive,0.85474
This app is amazing,5,2023-11-03,Commercial Bank of Ethiopia,Google Play,positive,0.59154
I like it it's very nice app,3,2022-07-12,Commercial Bank of Ethiopia,Google Play,positive,0.7200600000000001
CBE is an example of poor service quality.,1,2024-02-09,Commercial Bank of Ethiopia,Google Play,negative,-0.44602
It is the best app I like it,4,2024-09-02,Commercial Bank of Ethiopia,Google Play,positive,0.86302
I really appreciate your M B perfectly on top of the century,5,2024-03-02,Commercial Bank of Ethiopia,Google Play,positive,0.64394
Ariff new But its need More comparability,5,2024-02-03,Commercial Bank of Ethiopia,Google Play,positive,0.1272727272727273
i want to exercise the appl.,4,2022-08-11,Commercial Bank of Ethiopia,Google Play,neutral,0.04632
How can i get akey word of this app.?,5,2022-03-04,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Thanks CBE i love this apps,5,2023-11-03,Commercial Bank of Ethiopia,Google Play,positive,0.61784
it is so use full!!,5,2024-03-19,Commercial Bank of Ethiopia,Google Play,positive,0.21875
I'm satisfied with this application,5,2023-10-24,Commercial Bank of Ethiopia,Google Play,positive,0.45289999999999997
Its very nice app,5,2023-10-03,Commercial Bank of Ethiopia,Google Play,positive,0.59724
Very nice app.....tnx cbe,1,2024-01-29,Commercial Bank of Ethiopia,Google Play,positive,0.59724
It is really a great app.,5,2024-07-05,Commercial Bank of Ethiopia,Google Play,positive,0.71438
I am first-time to use this app.,5,2023-12-23,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Best app since I was using it,1,2023-11-08,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Best Banking system,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
It is interesting App,5,2021-05-17,Commercial Bank of Ethiopia,Google Play,positive,0.44114
"ስግብግብ , Unfair (Tele + CBE )😫",2,2024-11-23,Commercial Bank of Ethiopia,Google Play,negative,-0.63104
Beter than all others I have account with commercial bank of Ethiopia this chance is a higher profile gift to up grading the livelihood of the poor ones as well as the government revenue,4,2024-03-17,Commercial Bank of Ethiopia,Google Play,positive,0.34353999999999996
It's essentially for an easy life.,3,2024-07-01,Commercial Bank of Ethiopia,Google Play,positive,0.35090666666666664
CONGRATULATIONS!!!! YOU GOT ⭐,5,2023-11-03,Commercial Bank of Ethiopia,Google Play,positive,0.46697999999999995
Better than previous app,5,2020-06-28,Commercial Bank of Ethiopia,Google Play,positive,0.3309066666666667
I'm very happy I get this service,5,2023-08-24,Commercial Bank of Ethiopia,Google Play,positive,0.7669
I was used it is good app.,5,2022-08-12,Commercial Bank of Ethiopia,Google Play,positive,0.54424
It is good and best app,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,positive,0.81784
"It's good, but not too much",3,2024-04-09,Commercial Bank of Ethiopia,Google Play,positive,0.32292
Nice but please active always.,4,2024-06-03,Commercial Bank of Ethiopia,Google Play,positive,0.5808933333333334
A must have apps.,5,2022-03-28,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It is nice to save time,5,2024-03-02,Commercial Bank of Ethiopia,Google Play,positive,0.6710400000000001
Very special app,1,2024-09-27,Commercial Bank of Ethiopia,Google Play,positive,0.4602742857142857
Can not synchronize,1,2024-08-22,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Root betederege mobile lay ayseram,3,2021-09-07,Commercial Bank of Ethiopia,Google Play,neutral,0.0
too nice app my time savaing,5,2024-10-07,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
It is friendly app,5,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.44634
Best for save time,5,2024-03-11,Commercial Bank of Ethiopia,Google Play,positive,0.88756
Amazing ande best app,5,2023-12-29,Commercial Bank of Ethiopia,Google Play,positive,0.82412
Am satisfied with this app,1,2022-07-27,Commercial Bank of Ethiopia,Google Play,positive,0.45289999999999997
Am happy for this application,5,2024-04-13,Commercial Bank of Ethiopia,Google Play,positive,0.6631400000000001
Some times facing delayed cynching,4,2023-11-19,Commercial Bank of Ethiopia,Google Play,negative,-0.13577999999999998
Am a postgraduate student. it has eased my life here .,5,2022-04-29,Commercial Bank of Ethiopia,Google Play,positive,0.17759999999999998
Ilove this app easy use,5,2024-05-15,Commercial Bank of Ethiopia,Google Play,positive,0.4375733333333333
I am happy with the application.,5,2024-04-03,Commercial Bank of Ethiopia,Google Play,positive,0.6631400000000001
Your app is so amazing,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,positive,0.6639
It is good and Okay thanks,5,2024-02-29,Commercial Bank of Ethiopia,Google Play,positive,0.6496866666666666
Nice app keep it up,3,2024-02-23,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
Please help me to use cbe android on this device.,5,2024-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.36744000000000004
Nice app I like it too,5,2024-04-14,Commercial Bank of Ethiopia,Google Play,positive,0.6291599999999999
It ask KYC for the 3rd time in one moths what wrong with your system. If this thing keep going most of your customers start using other banks including My family and friends.,1,2024-09-17,Commercial Bank of Ethiopia,Google Play,neutral,-0.0125
It's professional app ilike this app,5,2024-12-06,Commercial Bank of Ethiopia,Google Play,neutral,0.04000000000000001
Not active as needed,1,2024-04-05,Commercial Bank of Ethiopia,Google Play,negative,-0.15867333333333333
This app is just sweet,5,2024-11-30,Commercial Bank of Ethiopia,Google Play,positive,0.41528
Very very much tanks CBE birr,5,2024-02-27,Commercial Bank of Ethiopia,Google Play,positive,0.10400000000000001
The best service cbe ever gave us,5,2024-03-12,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Add statement request through email and others.,3,2024-03-10,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Very good service,5,2024-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.65962
I really love this App It's amazing 🙏,5,2024-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.73096
I am using. The Ap it is amazing,5,2024-11-02,Commercial Bank of Ethiopia,Google Play,positive,0.59154
To Day not working why,2,2024-08-12,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Amazing apps are Ethiopian bank,5,2024-03-16,Commercial Bank of Ethiopia,Google Play,positive,0.59154
I like all service,1,2024-07-10,Commercial Bank of Ethiopia,Google Play,positive,0.21672
It's Nice app ever!!!,5,2024-07-19,Commercial Bank of Ethiopia,Google Play,positive,0.74104
not working well,1,2024-09-24,Commercial Bank of Ethiopia,Google Play,negative,-0.12341999999999999
this app is so smart,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,positive,0.41031428571428574
Thanks allot I brishye this app,4,2024-02-24,Commercial Bank of Ethiopia,Google Play,positive,0.34424
Nice app so far....,5,2023-03-28,Commercial Bank of Ethiopia,Google Play,positive,0.3928999999999999
the best service,5,2024-11-04,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
It's so intermittent.,2,2024-11-07,Commercial Bank of Ethiopia,Google Play,neutral,0.0
I like it this version,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,positive,0.21672
This app is so strong💪,2,2024-10-07,Commercial Bank of Ethiopia,Google Play,positive,0.38508000000000003
Very nice work,3,2024-04-19,Commercial Bank of Ethiopia,Google Play,positive,0.59724
It's the best in Ethiopia,5,2024-06-30,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Update sidereg lemn recent transaction yetefal,3,2023-04-08,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Wow amazing to this app,5,2024-06-28,Commercial Bank of Ethiopia,Google Play,positive,0.6335
I am really appreciate this app,5,2024-03-01,Commercial Bank of Ethiopia,Google Play,positive,0.35456
"Network error becha nw milw,wede branch mehede alben endatlu becha??",2,2024-02-11,Commercial Bank of Ethiopia,Google Play,negative,-0.28176
Im very interesting in this app,5,2024-04-06,Commercial Bank of Ethiopia,Google Play,positive,0.5345599999999999
Nice app i like it,5,2024-03-18,Commercial Bank of Ethiopia,Google Play,positive,0.6291599999999999
Good application commercial bank of Ethiopia,5,2024-10-03,Commercial Bank of Ethiopia,Google Play,positive,0.40423999999999993
This app is update not yet,5,2024-08-28,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Very great job,4,2024-11-09,Commercial Bank of Ethiopia,Google Play,positive,0.7954000000000001
I am happy using this app,5,2024-04-24,Commercial Bank of Ethiopia,Google Play,positive,0.6631400000000001
It's fantastic app,4,2024-05-11,Commercial Bank of Ethiopia,Google Play,positive,0.49444000000000005
It is very best app,5,2024-05-06,Commercial Bank of Ethiopia,Google Play,positive,0.80182
Very Very good news,5,2024-02-23,Commercial Bank of Ethiopia,Google Play,positive,0.68674
Best app ever I enjoyed,5,2024-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.79056
no network for today why,1,2024-07-02,Commercial Bank of Ethiopia,Google Play,negative,-0.17759999999999998
Good app for usurers,5,2024-02-21,Commercial Bank of Ethiopia,Google Play,positive,0.54424
Is excellent i ever seen,5,2024-05-21,Commercial Bank of Ethiopia,Google Play,positive,0.7431399999999999
Absolutely terrible App,1,2024-08-19,Commercial Bank of Ethiopia,Google Play,negative,-0.71536
Such a great app😘,5,2024-10-16,Commercial Bank of Ethiopia,Google Play,positive,0.6307
It's not so much fast,1,2024-06-14,Commercial Bank of Ethiopia,Google Play,positive,0.08000000000000002
IAM satisfied for the application.,5,2024-09-30,Commercial Bank of Ethiopia,Google Play,positive,0.45289999999999997
I like it this app,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,positive,0.21672
INDIVIGUALL TELEBIRR ACCOUNT IS NOT AVAILAVLE WHY,2,2024-03-29,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It's the best appks,5,2024-09-28,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Our Kings done great things like the legend Commercial Bank of Ethiopia,5,2022-11-25,Commercial Bank of Ethiopia,Google Play,positive,0.619
It is amazing app,5,2024-05-09,Commercial Bank of Ethiopia,Google Play,positive,0.59154
One of the best apps,5,2024-04-03,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Is very weird app really,1,2023-11-29,Commercial Bank of Ethiopia,Google Play,negative,-0.23904000000000003
is this the latest CBE app,5,2024-12-17,Commercial Bank of Ethiopia,Google Play,positive,0.2
Easily manege the money,4,2021-08-31,Commercial Bank of Ethiopia,Google Play,positive,0.37733333333333335
First for Humanity and your vision. Thank you for your best service CBE.,5,2020-10-20,Commercial Bank of Ethiopia,Google Play,positive,0.7462599999999999
Usefull and good apps,5,2022-06-15,Commercial Bank of Ethiopia,Google Play,positive,0.54424
It is a good app,4,2024-07-01,Commercial Bank of Ethiopia,Google Play,positive,0.54424
what is application verification code,4,2020-12-21,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Very good. App,4,2022-03-29,Commercial Bank of Ethiopia,Google Play,positive,0.65962
Very poor and very disgusting,1,2024-08-06,Commercial Bank of Ethiopia,Google Play,negative,-0.78136
it is best of best application !!,5,2023-04-13,Commercial Bank of Ethiopia,Google Play,positive,0.9247000000000001
I really don't like it 😕,1,2024-02-25,Commercial Bank of Ethiopia,Google Play,neutral,0.014360000000000026
what a great app is,5,2024-02-24,Commercial Bank of Ethiopia,Google Play,positive,0.6949400000000001
Well help the people to meet bank,5,2020-12-04,Commercial Bank of Ethiopia,Google Play,positive,0.35153999999999996
Not seen money send to agent why?,5,2022-04-02,Commercial Bank of Ethiopia,Google Play,neutral,0.0
nice app for me to use,5,2024-01-02,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
2 Year Exprianced on this app,5,2024-12-06,Commercial Bank of Ethiopia,Google Play,neutral,0.0
GOOD NOT BAD SOME TIMS NATWORK PROBLEM,3,2023-11-14,Commercial Bank of Ethiopia,Google Play,positive,0.49067999999999995
Worriest ever app i have faced,1,2024-04-13,Commercial Bank of Ethiopia,Google Play,neutral,0.0
it's very nice and Thanks,5,2021-06-01,Commercial Bank of Ethiopia,Google Play,positive,0.63982
The worst bank in Ethiopia!,1,2025-01-22,Commercial Bank of Ethiopia,Google Play,negative,-0.79528
It takes ur money out of no where!!!!,1,2024-12-14,Commercial Bank of Ethiopia,Google Play,negative,-0.31295999999999996
Very poor application,5,2023-05-06,Commercial Bank of Ethiopia,Google Play,negative,-0.52336
It is great app,3,2024-02-24,Commercial Bank of Ethiopia,Google Play,positive,0.6949400000000001
It ask application verification key what does it mean,1,2021-01-12,Commercial Bank of Ethiopia,Google Play,negative,-0.0625
This app is not working other bank,2,2024-05-22,Commercial Bank of Ethiopia,Google Play,neutral,-0.05
Very help full,5,2023-12-31,Commercial Bank of Ethiopia,Google Play,positive,0.38456
"CBE, Z bank u can always rely on!!!",5,2023-02-15,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Poor app don't use it,1,2022-10-10,Commercial Bank of Ethiopia,Google Play,negative,-0.44602
CBE is the best!,5,2022-05-19,Commercial Bank of Ethiopia,Google Play,positive,0.80176
100% Made My Life Easier,5,2023-08-06,Commercial Bank of Ethiopia,Google Play,positive,0.25289999999999996
Good for everything,5,2023-11-14,Commercial Bank of Ethiopia,Google Play,positive,0.54424
Good way to pay,4,2023-09-12,Commercial Bank of Ethiopia,Google Play,positive,0.49671999999999994
Why can't we transfer funds directly to another's person telebirr wallet,5,2024-09-08,Commercial Bank of Ethiopia,Google Play,neutral,0.04000000000000001
Its good to taransfer,4,2022-04-13,Commercial Bank of Ethiopia,Google Play,positive,0.54424
Useless hackable bank!,1,2024-03-26,Commercial Bank of Ethiopia,Google Play,negative,-0.53518
It is fine,5,2025-01-04,Commercial Bank of Ethiopia,Google Play,positive,0.2880466666666667
Is not working,1,2021-06-11,Commercial Bank of Ethiopia,Google Play,neutral,0.0
waw very nice app,5,2024-01-19,Commercial Bank of Ethiopia,Google Play,positive,0.59724
easy for life,5,2022-03-08,Commercial Bank of Ethiopia,Google Play,positive,0.4375733333333333
Best app from all Ethiopia banks,5,2021-11-07,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Like it good work,5,2023-02-27,Commercial Bank of Ethiopia,Google Play,positive,0.6758199999999999
It says none available,3,2022-06-20,Commercial Bank of Ethiopia,Google Play,positive,0.16000000000000003
I'm satisfied with this app.❤❤,5,2024-04-30,Commercial Bank of Ethiopia,Google Play,positive,0.7425200000000001
That's is really good 👍 I like CBE,5,2024-08-08,Commercial Bank of Ethiopia,Google Play,positive,0.69406
Wow i don't have word to experience,5,2023-11-13,Commercial Bank of Ethiopia,Google Play,positive,0.39154
Very nice at all,5,2021-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.59724
"Dark mode ❌, why? 🧐",2,2024-01-30,Commercial Bank of Ethiopia,Google Play,negative,-0.06
I like this application,4,2024-12-29,Commercial Bank of Ethiopia,Google Play,positive,0.21672
Good up to use esealy,5,2023-11-15,Commercial Bank of Ethiopia,Google Play,positive,0.54424
almost every day,5,2022-02-12,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Yes very good to be with,5,2021-11-08,Commercial Bank of Ethiopia,Google Play,positive,0.7893399999999999
The new version is amazing,5,2024-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.4988127272727273
Revolutionized ethiopian banking industry to another level I was amazed how it made contact my family easily,5,2024-08-01,Commercial Bank of Ethiopia,Google Play,positive,0.5818133333333333
Mobail banking is the letest tecnologi,5,2025-02-01,Commercial Bank of Ethiopia,Google Play,neutral,0.0
The best app for banking,5,2021-07-12,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
So far excellent!,5,2020-11-03,Commercial Bank of Ethiopia,Google Play,positive,0.60712
First and best Online banking in Ethiopia,5,2024-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.6321399999999999
The worst update,1,2024-12-28,Commercial Bank of Ethiopia,Google Play,negative,-0.77494
Unable to connect server eyale nw eskahun alkefetem,3,2024-02-22,Commercial Bank of Ethiopia,Google Play,negative,-0.2
Greatest one ever I never see before,5,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
It's a great app,5,2020-12-08,Commercial Bank of Ethiopia,Google Play,positive,0.6949400000000001
CBE is My Favorite Choice in All Transaction,5,2021-06-07,Commercial Bank of Ethiopia,Google Play,positive,0.47528
Thanks for this application,5,2022-12-29,Commercial Bank of Ethiopia,Google Play,positive,0.34424
I really like this app,5,2022-10-07,Commercial Bank of Ethiopia,Google Play,positive,0.33205999999999997
The best app!!,5,2021-05-16,Commercial Bank of Ethiopia,Google Play,positive,0.81928
how to add verification,5,2021-01-09,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It is nice app,5,2024-01-31,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
its a good aplication,5,2023-04-11,Commercial Bank of Ethiopia,Google Play,positive,0.54424
Soooooo wonderful application,4,2020-06-27,Commercial Bank of Ethiopia,Google Play,positive,0.7431399999999999
Just great app,5,2020-08-06,Commercial Bank of Ethiopia,Google Play,positive,0.6949400000000001
Always crush its stupid app,1,2024-03-16,Commercial Bank of Ethiopia,Google Play,negative,-0.68744
It's very important even out of Ethiopian.,5,2022-11-24,Commercial Bank of Ethiopia,Google Play,positive,0.37096
ease to acces,4,2023-12-18,Commercial Bank of Ethiopia,Google Play,positive,0.21672
Its the bast application in my country,5,2024-07-27,Commercial Bank of Ethiopia,Google Play,neutral,0.0
I like z app so much,4,2022-03-06,Commercial Bank of Ethiopia,Google Play,positive,0.29672
Good application Thank so,5,2020-08-11,Commercial Bank of Ethiopia,Google Play,positive,0.6758199999999999
Print it on apps,5,2023-09-06,Commercial Bank of Ethiopia,Google Play,neutral,0.0
CBE is great app,5,2024-12-09,Commercial Bank of Ethiopia,Google Play,positive,0.6949400000000001
Best in everything.,4,2022-02-11,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
None avialable only,1,2020-09-28,Commercial Bank of Ethiopia,Google Play,neutral,0.0
I believe this app is fantastic,3,2023-05-12,Commercial Bank of Ethiopia,Google Play,positive,0.49444000000000005
Amazing app thanks,5,2022-06-11,Commercial Bank of Ethiopia,Google Play,positive,0.62302
i'm happy this cbe service,5,2021-08-09,Commercial Bank of Ethiopia,Google Play,positive,0.6631400000000001
Best app for ethio,5,2022-10-01,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
Very Good service,5,2024-02-27,Commercial Bank of Ethiopia,Google Play,positive,0.65962
USE ENGLISH LANGUAGE.,5,2024-11-20,Commercial Bank of Ethiopia,Google Play,neutral,0.0
"it said ""None available""",1,2024-05-31,Commercial Bank of Ethiopia,Google Play,positive,0.16000000000000003
Best and easy,5,2024-05-29,Commercial Bank of Ethiopia,Google Play,positive,0.7645066666666667
The very important App for us.,5,2019-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.37096
Thank you for everything,3,2022-02-14,Commercial Bank of Ethiopia,Google Play,positive,0.21672
It's amazing application,5,2023-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.59154
Best of best apk,5,2024-05-13,Commercial Bank of Ethiopia,Google Play,positive,0.9133
How can to add two account,5,2023-12-23,Commercial Bank of Ethiopia,Google Play,neutral,0.0
"I am a biginer, too early to comment",5,2022-04-05,Commercial Bank of Ethiopia,Google Play,neutral,0.04000000000000001
It makes life easy,5,2023-01-07,Commercial Bank of Ethiopia,Google Play,positive,0.4375733333333333
It's true and is my favorite Banks,5,2024-09-16,Commercial Bank of Ethiopia,Google Play,positive,0.59018
The Bank you always rely on!,5,2022-02-12,Commercial Bank of Ethiopia,Google Play,neutral,0.0
